ARTWORK_TITLE,ARTIST,YEAR,MEDIUM,TYPE,DIMENSION,SUPPORT,FRAME,SIGNATURE,AUTHENTICITY,ABOUT,IMAGE_LOC,SElLER_ID,ARTWORK_ID
"Masque Long",Tarek,2020,Painting,"Unique work","24 x 14 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionMask Series 2.0: This series of paintings explores new ways of representing masks using geometric shapes. 

The idea of customizing masks or painting them is not recent in my work since I had already made a few pieces. 

On site, I was able to acquire many African masks which were sources of influence for my work. 

This theme has been close to my heart for a long time since on many occasions I have painted canvases with masks and I have made several drawings on this theme. My series "Tribal" just like "Man of the woods" also generated fictitious masks of African inspiration ...
        

        Read more",NULL,1,346
Tribal,Tarek,2020,Painting,"Unique work","24 x 14 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThe artist began to paint this series entitled Mythos in reference to the mythologies that influence our collective unconscious. 

The paintings in this series have found a conquered audience and success is evident.
        

        Read more",NULL,1,347
"Pop Dollar",Tarek,2020,Painting,"Unique work","19 x 24 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThis series of paintings attempts to explore all graphic possibilities by diverting and updating the themes of Pop art as well as pop culture. 

The Warholian universes as well as that of the comics serve as a working basis for this exploration. 

Wall-Street, temple of American capitalism characterized by a 1 dollar bill on which we can guess the shadow of Batman.
        

        Read more",NULL,1,348
Globalization,Tarek,2020,Painting,"Unique work","19 x 24 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThis series of paintings attempts to explore all graphic possibilities by diverting and updating the themes of Pop art as well as pop culture. 

The Warholian universes as well as that of the comics serve as a working basis for this exploration. 

Wall-Street, temple of American capitalism characterized by a 1 dollar bill on which we can guess the shadow of Batman.
        

        Read more",NULL,1,349
"Old Fashioned Vegetables",Tarek,2017,Painting,"Unique work","55 x 46 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionRepresented in more than twenty galleries around the world, Tarek is a sure bet in the contemporary art market and in Street Art in particular. With a large number of works sold each year, it stands out as a solid and constantly evolving investment. Gallery sales and auction house transactions make Tarek the artist to acquire. His top-rated and most imposing works are presented exclusively at Day2Day Gallery.
        

        Read more",NULL,1,350
"Vegetables and Cheddar",Tarek,2017,Painting,"Unique work","70 x 50 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionRepresented in more than twenty galleries around the world, Tarek is a sure bet in the contemporary art market and in Street Art in particular. With a large number of works sold each year, it stands out as a solid and constantly evolving investment. Gallery sales and auction house transactions make Tarek the artist to acquire. His top-rated and most imposing works are presented exclusively at Day2Day Gallery.
        

        Read more",NULL,1,351
"The Queens",Tarek,2019,Painting,"Unique work","20 x 20 x 3 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThis series of paintings was produced after a trip to New York where I was exhibiting for the second time. 

On site, I made live paintings and the idea came to me to recover objects from papers, stickers and all kinds of items picked up in the street. 

A recurring character returns in several paintings to create correspondences. 

Most of the works were painted with acrylics, inks, Posca and collages.
        

        Read more",NULL,1,352
"Chicken With Rice",Tarek,2017,Painting,"Unique work","70 x 50 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionRepresented in more than twenty galleries around the world, Tarek is a sure bet in the contemporary art market and in Street Art in particular. With a large number of works sold each year, it stands out as a solid and constantly evolving investment. Gallery sales and auction house transactions make Tarek the artist to acquire. His top-rated and most imposing works are presented exclusively at Day2Day Gallery.
        

        Read more",NULL,1,353
"Masque Rouge",Tarek,2019,Painting,"Unique work","24 x 19 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionMask Series 2.0: This series of paintings explores new ways of representing masks using geometric shapes.

The idea of customizing masks or painting them is not recent in my work since I had already made a few pieces. 

On site, I was able to acquire many African masks which were sources of influence for my work. 

This theme has been close to my heart for a long time since on many occasions I have painted canvases with masks and I have made several drawings on this theme. My series "Tribal" just like "Man of the woods" also generated fictitious masks of African inspiration ...
        

        Read more",NULL,1,354
Stew,Tarek,2017,Painting,"Unique work","70 x 50 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionRepresented in more than twenty galleries around the world, Tarek is a sure bet in the contemporary art market and in Street Art in particular. With a large number of works sold each year, it stands out as a solid and constantly evolving investment. Gallery sales and auction house transactions make Tarek the artist to acquire. His top-rated and most imposing works are presented exclusively at Day2Day Gallery.
        

        Read more",NULL,1,355
Shadow,Tarek,2014,Painting,"Unique work","76 x 90 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,356
"Chicken Noodles",Tarek,2017,Painting,"Unique work","70 x 50 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionRepresented in more than twenty galleries around the world, Tarek is a sure bet in the contemporary art market and in Street Art in particular. With a large number of works sold each year, it stands out as a solid and constantly evolving investment. Gallery sales and auction house transactions make Tarek the artist to acquire. His top-rated and most imposing works are presented exclusively at Day2Day Gallery.
        

        Read more",NULL,1,357
"The Craddle",Tarek,2015,Painting,"Unique work","80 x 100 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,358
"Le Chaman est de retour",Tarek,2014,Painting,"Unique work","61 x 91 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,359
"Black spirit",Tarek,2017,Painting,"Unique work","130 x 97 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,360
"Gotham 1",Tarek,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,361
Taurus,Tarek,2015,Painting,"Unique work","100 x 100 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,362
Indians,Tarek,2015,Painting,"Unique work","100 x 100 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,363
"Dans les Bois",Tarek,2014,Painting,"Unique work","80 x 100 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,364
"Papa Legba",Tarek,2014,Painting,"Unique work","61 x 90 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThe artist is a safe bet in the contemporary art market and in Street Art in particular. 

With a large number of works sold each year, it stands out as a solid and constantly evolving investment. Gallery sales, and auction house transactions make Tarek the artist to acquire.
        

        Read more",NULL,1,365
"Masque Africain",Tarek,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,366
"Ceci n'est pas une pipe",Tarek,2016,Painting,"Unique work","50 x 70 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Artwork sold with an invoice from the gallery","Artwork sold in perfect condition",NULL,1,367
"Mask #6",Tarek,2017,Painting,"Unique work","60 x 73 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,368
"Pop art is dead",Tarek,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,369
